id,calories,mass,fat,carb,protein,img_indx,original_calories,original_mass,original_fat,original_carb,original_protein
dish_1565637504,3.367295829986474,4.04305126783455,0.054488185284069734,2.1138429683971682,0.2468600779315258,dish_1565637504.jpeg,28.0,56.0,0.056,7.28,0.28
dish_1562615283,5.1791732081091775,4.3694478524670215,2.5157332564400354,1.450644973978807,2.789952716721844,dish_1562615283.jpeg,176.535965,78.0,11.37568,3.265865,15.28025
dish_1562183096,3.7421590494988894,4.564348191467836,1.272857709984787,1.4540137554121924,1.3363081069198868,dish_1562183096.jpeg,41.18898,95.0,2.571043,3.28026,2.80497
dish_1561749392,6.034951540960844,5.351858133476067,3.0948646394895514,2.8386696080087694,3.6860948557159374,dish_1561749392.jpeg,416.778564,210.0,21.084249,16.09301,38.888771
dish_1563464389,4.5322768712239245,2.8903717578961645,2.096790180014449,0.21349717426240436,1.986503546020567,dish_1563464389.jpeg,91.970001,17.0,7.14,0.238,6.29
dish_1563913627,5.443858857717326,4.700480365792417,2.3992806763199446,3.3225839520838782,2.236701561068194,dish_1563913627.jpeg,230.333145,109.0,10.01525,26.731916,8.362399
dish_1560539396,5.953358976951563,6.035481432524756,3.3617592902172584,3.620617770601036,3.28759943877525,dish_1560539396.jpeg,384.044525,417.0,27.839884,36.360641,25.778503
dish_1565727765,3.307619034702589,4.356708826689592,0.26849925303500694,1.8304992975439855,1.0402767116551463,dish_1565727765.jpeg,26.32,77.0,0.308,5.237,1.83
dish_1558375583,5.958770894077195,5.529429087511423,3.2449723685591167,1.8284127868760904,3.6505803681318323,dish_1558375583.jpeg,386.134003,251.0,24.661001,5.224,37.497002
dish_1562789328,6.488523202040219,6.222576268071369,3.359769404960669,4.258499701564843,3.7315954698430764,dish_1562789328.jpeg,656.551575,503.0,27.782553,69.703827,40.745659
dish_1560456814,5.766235616651386,5.648974238161206,3.2003420098891247,3.4801080642215876,3.395039930073117,dish_1560456814.jpeg,318.333374,283.0,23.540922,31.46323,28.815844
dish_1559240441,3.0189604485251755,4.0943445622221,0.16296882827813966,1.7439688053917064,0.3457151037023904,dish_1559240441.jpeg,19.470001,59.0,0.177,4.72,0.413
dish_1568061234,5.6756990304385795,5.883322388488279,2.2836295668063897,3.807660169699926,2.4393542135162303,dish_1568061234.jpeg,290.692169,358.0,8.81223,44.044918,10.465634
dish_1562173742,4.408546771446147,2.772588722239781,1.9878743481543455,0.1906203596086497,1.8794650496471605,dish_1562173742.jpeg,81.149994,15.0,6.3,0.21,5.55
dish_1563827110,5.3983662916516035,5.384495062789089,2.16699432416639,3.4026963243527053,2.4168063262901307,dish_1563827110.jpeg,220.044998,217.0,7.731999,29.045002,10.210001
dish_1561663786,3.8645958699129643,3.8066624897703196,0.7207623475929187,2.3683728335320486,0.8603550995438518,dish_1561663786.jpeg,46.683998,44.0,1.056,9.68,1.364
dish_1565627751,4.247198272776777,4.290459441148391,1.0138159113000556,2.6132927551790317,0.5320619287373713,dish_1565627751.jpeg,68.909271,72.0,1.756098,12.643903,0.702439
dish_1562094730,6.061910098278024,5.820082930352362,3.247131759328517,2.5493229759600706,3.692012615633147,dish_1562094730.jpeg,428.194458,336.0,24.716473,11.798436,39.125523
dish_1565896039,5.867966098614297,5.953243334287785,2.74382993677446,3.626404242887711,3.0767276196311317,dish_1565896039.jpeg,352.529205,384.0,14.546413,36.577454,20.687317
dish_1561577119,4.8622357293024105,4.3694478524670215,1.863459783393246,2.6514093709397764,2.1310847748316744,dish_1561577119.jpeg,128.312988,78.0,5.446,13.174001,7.424
dish_1562785132,5.359142810551288,5.262690188904886,3.242623600997246,2.4329814013735955,3.3997147831559382,dish_1562785132.jpeg,211.542679,192.0,24.6008,10.392798,28.955555
dish_1558636514,2.834389123145228,4.499809670330265,0.16381808522939495,1.4976120972518436,0.588342066193819,dish_1558636514.jpeg,16.02,89.0,0.178,3.471,0.801
dish_1565725009,3.9435216337278263,3.8066624897703196,1.74186869961459,1.327605364771211,0.30158497762077235,dish_1565725009.jpeg,50.599998,44.0,4.708,2.772,0.352
dish_1568314951,6.208850467028039,5.786897381366708,3.442482085116119,2.9803312848179497,3.6730380896461305,dish_1568314951.jpeg,496.129456,325.0,30.264463,18.69434,38.371338
dish_1558457530,2.833213344056216,4.174387269895637,0.17563256864315802,1.4350845252893227,0.766397642299538,dish_1558457530.jpeg,16.0,64.0,0.192,3.2,1.152
dish_1566402160,6.130609179421268,6.548219102762372,2.2690985241665875,3.754002741742251,3.8713385639470377,dish_1566402160.jpeg,458.716125,697.0,8.670679,41.691624,47.006603
dish_1562097653,4.763587635905987,4.634728988229636,1.9346014460322665,2.7119424830021917,1.4757988568712745,dish_1562097653.jpeg,116.16552,102.0,5.921285,14.058498,3.374529
dish_1558373352,4.248495242049359,4.61512051684126,0.18232155679395462,2.9444389791664403,0.5306282510621704,dish_1558373352.jpeg,69.0,100.0,0.2,18.0,0.7
dish_1566333228,6.2136982005906845,5.720311776607412,3.0623717579967202,3.7057152828515028,3.659907233299863,dish_1566333228.jpeg,498.545258,304.0,20.378201,39.679134,37.857738
dish_1558632130,3.54558628428746,4.605170185988092,0.1806534996932576,2.188295946591918,0.5833323145527387,dish_1558632130.jpeg,33.66,99.0,0.198,7.92,0.792
dish_1566316496,4.804824680747709,4.174387269895637,2.601581145314826,1.232917048833516,0.48900385136763813,dish_1566316496.jpeg,121.098083,64.0,12.485043,2.431224,0.630691
dish_1560444756,5.022432097387283,6.037870919922137,0.46247536282494395,3.6696965837287614,1.1817271953786161,dish_1560444756.jpeg,150.779999,418.0,0.588,38.239998,2.26
dish_1566330428,5.675694635384637,5.43372200355424,2.805190946822161,2.2864059130762953,3.35258123735039,dish_1566330428.jpeg,290.690887,228.0,15.530232,8.83951,27.576401
dish_1558380414,3.60766942580336,3.970291913552122,0.09893994785490356,2.337952333356429,0.31042155942127037,dish_1558380414.jpeg,35.880001,52.0,0.104,9.360001,0.364
dish_1561492161,3.89812051205907,3.784189633918261,1.7029958306516677,1.0353422959413876,0.6253933625576545,dish_1561492161.jpeg,48.309685,43.0,4.490371,1.81607,0.868981
dish_1561739954,5.624450607331345,5.420534999272286,2.8367364834468844,2.8653957718259875,2.7966713927557385,dish_1561739954.jpeg,276.119995,225.0,16.059999,16.556,15.39
